billing_period,resource_id,service,resource_name,region,team,owner_email,cost_center,environment,created_date,is_active
2024-05,i-00dd445,Amazon EC2,amazon_ec2_0dd445,us-east-1,backend,,,,2024-03-31,True
2024-01,i-00a8053,Amazon EC2,amazon_ec2_0a8053,eu-central-1,data-platform,dataplatform@technova.de,CC-1002,production,2022-03-22,True
2024-02,db-15908,Amazon RDS,amazon_rds_-15908,eu-central-1,ml-engineering,mlteam@technova.de,CC-1005,production,2022-07-24,True
2024-04,technova-archive,Amazon S3,technova-archive,eu-central-1,devops,devops@technova.de,CC-1003,production,2023-05-29,False
2024-02,EDIST10001,Amazon CloudFront,amazon_cloudfront_T10001,eu-west-1,devops,devops@technova.de,CC-1003,development,2023-06-28,True
2024-01,cache-004,Amazon ElastiCache,amazon_elasticache_he-004,eu-central-1,ml-engineering,mlteam@technova.de,CC-1005,development,2022-09-10,True
2024-03,ddb-cart,Amazon DynamoDB,ddb-cart,eu-west-1,backend,backend@technova.de,CC-1001,development,2022-04-08,True
2024-05,sqs-sms,Amazon SQS,sqs-sms,eu-central-1,data-platform,dataplatform@technova.de,CC-1002,production,2022-07-25,True
2024-02,i-00222e7,Amazon EC2,amazon_ec2_0222e7,eu-west-1,ml-engineering,mlteam@technova.de,CC-1005,development,2023-10-17,True
2024-02,sqs-events,Amazon SQS,sqs-events,eu-central-1,data-platform,dataplatform@technova.de,CC-1002,development,2022-05-24,False
2024-02,i-00a1ae8,Amazon EC2,amazon_ec2_0a1ae8,eu-west-1,backend,backend@technova.de,CC-1001,staging,2023-12-26,True
2024-02,fn-processor,AWS Lambda,fn-processor,eu-central-1,ml-engineering,mlteam@technova.de,CC-1005,development,2022-02-22,True
2024-03,ddb-logs,Amazon DynamoDB,ddb-logs,ap-southeast-1,mobile,,,,2023-09-22,True
2024-01,i-002ebbd,Amazon EC2,amazon_ec2_02ebbd,eu-west-1,devops,devops@technova.de,CC-1003,development,2023-10-12,True
2024-05,db-1066f,Amazon RDS,amazon_rds_-1066f,eu-central-1,devops,devops@technova.de,CC-1003,staging,2022-04-06,True
2024-06,i-00a85e1,Amazon EC2,amazon_ec2_0a85e1,ap-southeast-1,backend,backend@technova.de,CC-1001,production,2022-05-26,True
2024-04,db-0e864,Amazon RDS,amazon_rds_-0e864,eu-central-1,devops,devops@technova.de,CC-1003,development,2022-06-12,True
2024-06,i-006ddda,Amazon EC2,amazon_ec2_06ddda,us-east-1,devops,devops@technova.de,CC-1003,production,2022-05-10,True
2024-04,i-00a85e1,Amazon EC2,amazon_ec2_0a85e1,ap-southeast-1,backend,backend@technova.de,CC-1001,production,2022-05-26,True
2024-05,ddb-sessions,Amazon DynamoDB,ddb-sessions,eu-central-1,ml-engineering,mlteam@technova.de,CC-1005,production,2023-02-04,False
2024-06,i-0042574,Amazon EC2,amazon_ec2_042574,us-east-1,mobile,,,,2023-01-22,True
2024-02,technova-artifacts,Amazon S3,technova-artifacts,eu-west-1,ml-engineering,mlteam@technova.de,CC-1005,development,2024-03-20,True
2024-01,cache-000,Amazon ElastiCache,amazon_elasticache_he-000,eu-central-1,backend,backend@technova.de,CC-1001,production,2023-02-27,True
2024-04,cache-002,Amazon ElastiCache,amazon_elasticache_he-002,eu-west-1,mobile,mobile@technova.de,CC-1004,production,2022-05-18,True
2024-06,ddb-sessions,Amazon DynamoDB,ddb-sessions,eu-central-1,ml-engineering,,,,2023-02-04,False
2024-01,fn-notify,AWS Lambda,fn-notify,eu-central-1,mobile,mobile@technova.de,CC-1004,production,2023-08-09,True
2024-06,technova-frontend-assets,Amazon S3,technova-frontend-assets,us-east-1,data-platform,dataplatform@technova.de,CC-1002,production,2024-01-19,True
2024-02,i-0018d77,Amazon EC2,amazon_ec2_018d77,ap-southeast-1,mobile,mobile@technova.de,CC-1004,staging,2022-08-27,True
2024-02,db-10c9a,Amazon RDS,amazon_rds_-10c9a,eu-central-1,backend,,,,2022-03-29,True
2024-03,technova-raw-logs,Amazon S3,technova-raw-logs,eu-central-1,ml-engineering,mlteam@technova.de,CC-1005,development,2024-05-26,True
2024-03,sqs-email,Amazon SQS,sqs-email,eu-central-1,backend,backend@technova.de,CC-1001,production,2023-12-14,True
2024-06,i-0025d1b,Amazon EC2,amazon_ec2_025d1b,us-east-1,backend,backend@technova.de,CC-1001,production,2022-11-10,True
2024-04,EDIST10003,Amazon CloudFront,amazon_cloudfront_T10003,eu-west-1,backend,backend@technova.de,CC-1001,production,2022-06-18,True
2024-04,sqs-events,Amazon SQS,sqs-events,eu-central-1,data-platform,,,,2022-05-24,False
2024-04,sqs-sms,Amazon SQS,sqs-sms,eu-central-1,data-platform,dataplatform@technova.de,CC-1002,production,2022-07-25,True
2024-02,i-00ef122,Amazon EC2,amazon_ec2_0ef122,eu-central-1,mobile,mobile@technova.de,CC-1004,production,2023-11-16,True
2024-03,i-002ebbd,Amazon EC2,amazon_ec2_02ebbd,eu-west-1,devops,devops@technova.de,CC-1003,development,2023-10-12,True
2024-02,i-006d74e,Amazon EC2,amazon_ec2_06d74e,eu-west-1,devops,devops@technova.de,CC-1003,staging,2024-04-01,True
2024-06,fn-processor,AWS Lambda,fn-processor,eu-central-1,ml-engineering,,,,2022-02-22,True
2024-03,db-0e864,Amazon RDS,amazon_rds_-0e864,eu-central-1,devops,devops@technova.de,CC-1003,development,2022-06-12,True
2024-03,ddb-events,Amazon DynamoDB,ddb-events,eu-west-1,devops,,,,2022-07-30,False
2024-02,i-006ddda,Amazon EC2,amazon_ec2_06ddda,us-east-1,devops,devops@technova.de,CC-1003,production,2022-05-10,True
2024-03,sqs-events,Amazon SQS,sqs-events,eu-central-1,data-platform,dataplatform@technova.de,CC-1002,development,2022-05-24,False
2024-04,technova-temp,Amazon S3,technova-temp,eu-central-1,mobile,mobile@technova.de,CC-1004,staging,2023-03-07,True
2024-01,fn-sync,AWS Lambda,fn-sync,eu-central-1,data-platform,dataplatform@technova.de,CC-1002,production,2023-07-09,True
2024-04,EDIST10000,Amazon CloudFront,amazon_cloudfront_T10000,ap-southeast-1,ml-engineering,mlteam@technova.de,CC-1005,production,2024-01-18,True
2024-05,eks-prod-cluster,Amazon EKS,eks-prod-cluster,eu-central-1,backend,,,,2023-07-25,True
2024-03,i-006fa88,Amazon EC2,amazon_ec2_06fa88,eu-central-1,mobile,mobile@technova.de,CC-1004,production,2023-04-29,True
2024-01,sqs-email,Amazon SQS,sqs-email,eu-central-1,backend,backend@technova.de,CC-1001,production,2023-12-14,True
2024-05,i-0025b36,Amazon EC2,amazon_ec2_025b36,eu-central-1,ml-engineering,,,,2023-10-17,True
2024-04,i-00ef122,Amazon EC2,amazon_ec2_0ef122,eu-central-1,mobile,mobile@technova.de,CC-1004,production,2023-11-16,True
2024-04,EDIST10002,Amazon CloudFront,amazon_cloudfront_T10002,us-east-1,backend,backend@technova.de,CC-1001,production,2023-03-03,True
2024-01,technova-media,Amazon S3,technova-media,us-east-1,data-platform,dataplatform@technova.de,CC-1002,production,2024-02-11,True
2024-01,i-0079784,Amazon EC2,amazon_ec2_079784,eu-west-1,ml-engineering,mlteam@technova.de,CC-1005,staging,2022-11-19,True
2024-01,i-005ca6d,Amazon EC2,amazon_ec2_05ca6d,eu-central-1,ml-engineering,mlteam@technova.de,CC-1005,staging,2024-03-26,True
2024-02,EDIST10000,Amazon CloudFront,amazon_cloudfront_T10000,ap-southeast-1,ml-engineering,mlteam@technova.de,CC-1005,production,2024-01-18,True
2024-05,ddb-cart,Amazon DynamoDB,ddb-cart,eu-west-1,backend,,,,2022-04-08,True
2024-03,i-00a85e1,Amazon EC2,amazon_ec2_0a85e1,ap-southeast-1,backend,,,,2022-05-26,True
2024-01,fn-router,AWS Lambda,fn-router,eu-central-1,devops,devops@technova.de,CC-1003,staging,2023-12-25,True
2024-02,i-005cf07,Amazon EC2,amazon_ec2_05cf07,eu-west-1,mobile,mobile@technova.de,CC-1004,production,2022-07-13,True
2024-04,cache-001,Amazon ElastiCache,amazon_elasticache_he-001,ap-southeast-1,data-platform,dataplatform@technova.de,CC-1002,development,2022-09-08,False
2024-05,technova-archive,Amazon S3,technova-archive,eu-central-1,devops,devops@technova.de,CC-1003,production,2023-05-29,False
2024-05,db-02a70,Amazon RDS,amazon_rds_-02a70,eu-central-1,ml-engineering,mlteam@technova.de,CC-1005,development,2022-09-28,True
2024-02,db-0e864,Amazon RDS,amazon_rds_-0e864,eu-central-1,devops,devops@technova.de,CC-1003,development,2022-06-12,True
2024-04,i-00572d0,Amazon EC2,amazon_ec2_0572d0,eu-central-1,backend,backend@technova.de,CC-1001,production,2023-05-04,True
2024-05,cache-001,Amazon ElastiCache,amazon_elasticache_he-001,ap-southeast-1,data-platform,dataplatform@technova.de,CC-1002,development,2022-09-08,False
2024-03,i-00dd445,Amazon EC2,amazon_ec2_0dd445,us-east-1,backend,backend@technova.de,CC-1001,production,2024-03-31,True
2024-04,technova-artifacts,Amazon S3,technova-artifacts,eu-west-1,ml-engineering,,,,2024-03-20,True
2024-04,technova-raw-logs,Amazon S3,technova-raw-logs,eu-central-1,ml-engineering,mlteam@technova.de,CC-1005,development,2024-05-26,True
2024-06,technova-ml-models,Amazon S3,technova-ml-models,eu-central-1,mobile,,,,2023-12-09,True
2024-02,ddb-cart,Amazon DynamoDB,ddb-cart,eu-west-1,backend,,,,2022-04-08,True
2024-02,i-0025d1b,Amazon EC2,amazon_ec2_025d1b,us-east-1,backend,backend@technova.de,CC-1001,production,2022-11-10,True
2024-04,i-005cf07,Amazon EC2,amazon_ec2_05cf07,eu-west-1,mobile,mobile@technova.de,CC-1004,production,2022-07-13,True
2024-05,i-006ebdd,Amazon EC2,amazon_ec2_06ebdd,eu-central-1,data-platform,dataplatform@technova.de,CC-1002,staging,2022-03-17,True
2024-04,dt-cdn,AWS Data Transfer,dt-cdn,eu-central-1,mobile,mobile@technova.de,CC-1004,production,2023-11-10,False
2024-05,technova-raw-logs,Amazon S3,technova-raw-logs,eu-central-1,ml-engineering,mlteam@technova.de,CC-1005,development,2024-05-26,True
2024-05,fn-report,AWS Lambda,fn-report,us-east-1,ml-engineering,mlteam@technova.de,CC-1005,development,2024-03-03,False
2024-02,db-04ad6,Amazon RDS,amazon_rds_-04ad6,eu-central-1,backend,backend@technova.de,CC-1001,staging,2024-04-08,False
2024-04,i-004149a,Amazon EC2,amazon_ec2_04149a,eu-central-1,data-platform,dataplatform@technova.de,CC-1002,staging,2023-01-23,True
2024-03,technova-frontend-assets,Amazon S3,technova-frontend-assets,us-east-1,data-platform,dataplatform@technova.de,CC-1002,production,2024-01-19,True
2024-01,i-00a1ae8,Amazon EC2,amazon_ec2_0a1ae8,eu-west-1,backend,backend@technova.de,CC-1001,staging,2023-12-26,True
2024-03,EDIST10003,Amazon CloudFront,amazon_cloudfront_T10003,eu-west-1,backend,backend@technova.de,CC-1001,production,2022-06-18,True
2024-03,technova-media,Amazon S3,technova-media,us-east-1,data-platform,,,,2024-02-11,True
2024-01,i-00dd445,Amazon EC2,amazon_ec2_0dd445,us-east-1,backend,backend@technova.de,CC-1001,production,2024-03-31,True
2024-03,sqs-sms,Amazon SQS,sqs-sms,eu-central-1,data-platform,dataplatform@technova.de,CC-1002,production,2022-07-25,True
2024-06,cache-003,Amazon ElastiCache,amazon_elasticache_he-003,us-east-1,mobile,mobile@technova.de,CC-1004,production,2022-03-03,True
2024-04,fn-report,AWS Lambda,fn-report,us-east-1,ml-engineering,,,,2024-03-03,False
2024-02,dt-main,AWS Data Transfer,dt-main,eu-west-1,mobile,,,,2022-11-08,True
2024-02,eks-ml-cluster,Amazon EKS,eks-ml-cluster,eu-central-1,devops,devops@technova.de,CC-1003,development,2022-08-18,True
